id,genre,Popularity,Song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,seconds
7exHT4swWOKL5addPeqkLP,indie-pop,74.0,THE LONELIEST,0.525,0.599,D,-5.001,Major,0.0281,0.00151,0.0,0.0762,0.226,129.841,audio_features,spotify:track:7exHT4swWOKL5addPeqkLP,https://api.spotify.com/v1/tracks/7exHT4swWOKL5addPeqkLP,https://api.spotify.com/v1/audio-analysis/7exHT4swWOKL5addPeqkLP,247067,4/4,247.067
2KufM8PiQY4i52XhRL96Fd,indie-pop,57.0,Champagne Coast,0.813,0.406,A,-12.626,Major,0.0662,0.0203,0.392,0.0757,0.755,122.658,audio_features,spotify:track:2KufM8PiQY4i52XhRL96Fd,https://api.spotify.com/v1/tracks/2KufM8PiQY4i52XhRL96Fd,https://api.spotify.com/v1/audio-analysis/2KufM8PiQY4i52XhRL96Fd,292373,4/4,292.373
6PyZGb1rB7oLKCICWTmGYa,indie-pop,58.0,Say It,0.557,0.496,A#B,-7.184,Major,0.0332,0.208,0.00824,0.147,0.248,84.912,audio_features,spotify:track:6PyZGb1rB7oLKCICWTmGYa,https://api.spotify.com/v1/tracks/6PyZGb1rB7oLKCICWTmGYa,https://api.spotify.com/v1/audio-analysis/6PyZGb1rB7oLKCICWTmGYa,220960,4/4,220.96
6HdMeOwJXD3oY1Thn1bsCY,indie-pop,56.0,Lazuli,0.34,0.812,B,-5.783,Minor,0.0299,0.0103,0.626,0.263,0.724,219.446,audio_features,spotify:track:6HdMeOwJXD3oY1Thn1bsCY,https://api.spotify.com/v1/tracks/6HdMeOwJXD3oY1Thn1bsCY,https://api.spotify.com/v1/audio-analysis/6HdMeOwJXD3oY1Thn1bsCY,301867,4/4,301.867
1YkI4EAlpLsHUmWWGdh6b6,indie-pop,58.0,Mice City,0.558,0.455,F#G,-7.6,Major,0.0327,0.292,2.58e-06,0.104,0.301,135.002,audio_features,spotify:track:1YkI4EAlpLsHUmWWGdh6b6,https://api.spotify.com/v1/tracks/1YkI4EAlpLsHUmWWGdh6b6,https://api.spotify.com/v1/audio-analysis/1YkI4EAlpLsHUmWWGdh6b6,270384,4/4,270.384
0otn0qLAM0yAXHNSiRsHwq,indie-pop,59.0,Adult Diversion,0.328,0.948,G#A,-4.355,Major,0.071,0.0355,0.515,0.126,0.469,177.329,audio_features,spotify:track:0otn0qLAM0yAXHNSiRsHwq,https://api.spotify.com/v1/tracks/0otn0qLAM0yAXHNSiRsHwq,https://api.spotify.com/v1/audio-analysis/0otn0qLAM0yAXHNSiRsHwq,207640,4/4,207.64
2pXZpxidEYMMNUlPOBADGa,indie-pop,70.0,Black Out Days - Sped Up,0.585,0.85,F#G,-4.113,Minor,0.035,0.0133,0.208,0.0729,0.517,115.27,audio_features,spotify:track:2pXZpxidEYMMNUlPOBADGa,https://api.spotify.com/v1/tracks/2pXZpxidEYMMNUlPOBADGa,https://api.spotify.com/v1/audio-analysis/2pXZpxidEYMMNUlPOBADGa,181585,4/4,181.585
55mvtucws4Mnro27744t9X,indie-pop,63.0,Red Room,0.687,0.361,G,-9.782,Major,0.0501,0.631,0.00479,0.117,0.453,80.935,audio_features,spotify:track:55mvtucws4Mnro27744t9X,https://api.spotify.com/v1/tracks/55mvtucws4Mnro27744t9X,https://api.spotify.com/v1/audio-analysis/55mvtucws4Mnro27744t9X,232053,4/4,232.053
1igtKwX3EHjN95HanbkHNg,indie-pop,56.0,Take Care,0.568,0.865,C#D,-7.401,Major,0.0289,0.472,0.000425,0.0845,0.421,110.85,audio_features,spotify:track:1igtKwX3EHjN95HanbkHNg,https://api.spotify.com/v1/tracks/1igtKwX3EHjN95HanbkHNg,https://api.spotify.com/v1/audio-analysis/1igtKwX3EHjN95HanbkHNg,348440,3/4,348.44
5UiT4e4DHwZrcVIXojU5um,indie-pop,59.0,Surprise Party (feat. Blackbear),0.671,0.699,F#G,-4.224,Minor,0.0647,0.00453,0.000277,0.173,0.379,72.946,audio_features,spotify:track:5UiT4e4DHwZrcVIXojU5um,https://api.spotify.com/v1/tracks/5UiT4e4DHwZrcVIXojU5um,https://api.spotify.com/v1/audio-analysis/5UiT4e4DHwZrcVIXojU5um,188040,4/4,188.04
0eEXpE2WgW5cjuZVAuvuev,indie-pop,58.0,Red Wine Supernova,0.657,0.825,A,-4.402,Major,0.0434,0.0152,0.0,0.0816,0.67,124.028,audio_features,spotify:track:0eEXpE2WgW5cjuZVAuvuev,https://api.spotify.com/v1/tracks/0eEXpE2WgW5cjuZVAuvuev,https://api.spotify.com/v1/audio-analysis/0eEXpE2WgW5cjuZVAuvuev,192721,4/4,192.721
3WKg25vrbjJlkhsgl2W4p3,indie-pop,59.0,Bright,0.646,0.431,F#G,-8.517,Major,0.0262,0.637,6.99e-06,0.113,0.292,90.034,audio_features,spotify:track:3WKg25vrbjJlkhsgl2W4p3,https://api.spotify.com/v1/tracks/3WKg25vrbjJlkhsgl2W4p3,https://api.spotify.com/v1/audio-analysis/3WKg25vrbjJlkhsgl2W4p3,220627,4/4,220.627
2La21GqU4fKTQLcfLxTeoz,indie-pop,67.0,Agitations tropicales,0.76,0.401,C#D,-9.537,Minor,0.0674,0.564,0.259,0.0977,0.619,115.989,audio_features,spotify:track:2La21GqU4fKTQLcfLxTeoz,https://api.spotify.com/v1/tracks/2La21GqU4fKTQLcfLxTeoz,https://api.spotify.com/v1/audio-analysis/2La21GqU4fKTQLcfLxTeoz,248892,4/4,248.892
035QPHPAcqApSGMMcogT45,indie-pop,58.0,A Change Of Heart,0.74,0.51,F,-7.477,Major,0.0242,0.211,0.00951,0.0825,0.528,105.013,audio_features,spotify:track:035QPHPAcqApSGMMcogT45,https://api.spotify.com/v1/tracks/035QPHPAcqApSGMMcogT45,https://api.spotify.com/v1/audio-analysis/035QPHPAcqApSGMMcogT45,283840,4/4,283.84
0pegFWSUOTiG0sLVEfxtvA,indie-pop,62.0,Heart's Content,0.564,0.209,D#E,-8.922,Major,0.0317,0.724,3.99e-05,0.107,0.402,109.024,audio_features,spotify:track:0pegFWSUOTiG0sLVEfxtvA,https://api.spotify.com/v1/tracks/0pegFWSUOTiG0sLVEfxtvA,https://api.spotify.com/v1/audio-analysis/0pegFWSUOTiG0sLVEfxtvA,214667,4/4,214.667
435XaJ1Mqo5Pd7AwRE7nrF,indie-pop,61.0,Virginia May,0.542,0.318,C,-12.797,Major,0.0369,0.826,4.07e-05,0.106,0.489,88.881,audio_features,spotify:track:435XaJ1Mqo5Pd7AwRE7nrF,https://api.spotify.com/v1/tracks/435XaJ1Mqo5Pd7AwRE7nrF,https://api.spotify.com/v1/audio-analysis/435XaJ1Mqo5Pd7AwRE7nrF,178347,4/4,178.347
0ThaVtdQ5zuAYLjvoT342v,indie-pop,60.0,Killer,0.326,0.127,C,-13.775,Major,0.0368,0.972,5.63e-06,0.113,0.076,171.668,audio_features,spotify:track:0ThaVtdQ5zuAYLjvoT342v,https://api.spotify.com/v1/tracks/0ThaVtdQ5zuAYLjvoT342v,https://api.spotify.com/v1/audio-analysis/0ThaVtdQ5zuAYLjvoT342v,189213,5/4,189.213
5QzPYn26g8EU2JiaG6bYV3,indie-pop,66.0,Cigarette Duet,0.353,0.539,C,-8.003,Minor,0.0283,0.326,0.00141,0.0963,0.176,104.966,audio_features,spotify:track:5QzPYn26g8EU2JiaG6bYV3,https://api.spotify.com/v1/tracks/5QzPYn26g8EU2JiaG6bYV3,https://api.spotify.com/v1/audio-analysis/5QzPYn26g8EU2JiaG6bYV3,260013,4/4,260.013
72PFP54TZ9Tpj9dYQcb46D,indie-pop,63.0,NIGHTRIDER,0.66,0.755,C,-4.501,Minor,0.0469,0.0876,0.0,0.102,0.862,145.948,audio_features,spotify:track:72PFP54TZ9Tpj9dYQcb46D,https://api.spotify.com/v1/tracks/72PFP54TZ9Tpj9dYQcb46D,https://api.spotify.com/v1/audio-analysis/72PFP54TZ9Tpj9dYQcb46D,156368,4/4,156.368
2JqyquFrqaoKt0SRr91meT,indie-pop,61.0,Dead Inside,0.701,0.87,F#G,-3.899,Minor,0.0359,0.051,0.0,0.276,0.768,120.031,audio_features,spotify:track:2JqyquFrqaoKt0SRr91meT,https://api.spotify.com/v1/tracks/2JqyquFrqaoKt0SRr91meT,https://api.spotify.com/v1/audio-analysis/2JqyquFrqaoKt0SRr91meT,200240,4/4,200.24
3SnpCALgmzVy7k07aAXbuA,indie-pop,62.0,Checkmate,0.512,0.716,C#D,-4.13,Major,0.304,0.0669,9.04e-06,0.147,0.703,151.484,audio_features,spotify:track:3SnpCALgmzVy7k07aAXbuA,https://api.spotify.com/v1/tracks/3SnpCALgmzVy7k07aAXbuA,https://api.spotify.com/v1/audio-analysis/3SnpCALgmzVy7k07aAXbuA,148280,4/4,148.28
16Fp67kTFhH0XK5Cl6Oz7r,indie-pop,63.0,Demolition Lovers,0.38,0.797,G#A,-9.091,Major,0.057,0.00184,1.42e-05,0.208,0.206,118.64,audio_features,spotify:track:16Fp67kTFhH0XK5Cl6Oz7r,https://api.spotify.com/v1/tracks/16Fp67kTFhH0XK5Cl6Oz7r,https://api.spotify.com/v1/audio-analysis/16Fp67kTFhH0XK5Cl6Oz7r,366560,4/4,366.56
6GFrELGVKBXRcrTNkwjSfF,indie-pop,62.0,Body And Mind,0.575,0.572,A#B,-5.928,Minor,0.0635,0.0718,0.0,0.0995,0.551,150.894,audio_features,spotify:track:6GFrELGVKBXRcrTNkwjSfF,https://api.spotify.com/v1/tracks/6GFrELGVKBXRcrTNkwjSfF,https://api.spotify.com/v1/audio-analysis/6GFrELGVKBXRcrTNkwjSfF,186672,4/4,186.672
5M3KOe4FGUidvRDUbFFdFk,indie-pop,60.0,Açaí Bowl,0.687,0.439,D,-8.347,Major,0.0426,0.502,0.000367,0.109,0.352,91.972,audio_features,spotify:track:5M3KOe4FGUidvRDUbFFdFk,https://api.spotify.com/v1/tracks/5M3KOe4FGUidvRDUbFFdFk,https://api.spotify.com/v1/audio-analysis/5M3KOe4FGUidvRDUbFFdFk,177400,4/4,177.4
2lnF0JlRZQ12zPjwohhhYd,indie-pop,60.0,Mikey and the Frogs,0.854,0.223,C,-13.049,Major,0.0688,0.211,2.9e-06,0.0513,0.636,131.005,audio_features,spotify:track:2lnF0JlRZQ12zPjwohhhYd,https://api.spotify.com/v1/tracks/2lnF0JlRZQ12zPjwohhhYd,https://api.spotify.com/v1/audio-analysis/2lnF0JlRZQ12zPjwohhhYd,190536,4/4,190.536
4Tid4MwqgR1CfKCun3tFon,indie-pop,56.0,Kings of Summer - Single Version,0.734,0.661,B,-6.705,Major,0.0356,0.222,2.18e-06,0.201,0.253,134.93,audio_features,spotify:track:4Tid4MwqgR1CfKCun3tFon,https://api.spotify.com/v1/tracks/4Tid4MwqgR1CfKCun3tFon,https://api.spotify.com/v1/audio-analysis/4Tid4MwqgR1CfKCun3tFon,207881,4/4,207.881
4moXJ0WFWXTDg4EcmIUttM,indie-pop,61.0,Vroom,0.871,0.708,C#D,-6.591,Minor,0.0684,0.0869,2.47e-05,0.182,0.565,126.031,audio_features,spotify:track:4moXJ0WFWXTDg4EcmIUttM,https://api.spotify.com/v1/tracks/4moXJ0WFWXTDg4EcmIUttM,https://api.spotify.com/v1/audio-analysis/4moXJ0WFWXTDg4EcmIUttM,137916,4/4,137.916
0xOeB16JDbBJBJKSdHbElT,indie-pop,66.0,Rebellion (Lies),0.401,0.933,G#A,-5.682,Major,0.0344,0.00744,0.627,0.318,0.734,127.193,audio_features,spotify:track:0xOeB16JDbBJBJKSdHbElT,https://api.spotify.com/v1/tracks/0xOeB16JDbBJBJKSdHbElT,https://api.spotify.com/v1/audio-analysis/0xOeB16JDbBJBJKSdHbElT,310893,4/4,310.893
1zyUz3eZ3sytdaR9lfW17q,indie-pop,67.0,Écoute Chérie,0.607,0.647,G,-7.17,Minor,0.0452,0.138,0.00102,0.255,0.689,92.915,audio_features,spotify:track:1zyUz3eZ3sytdaR9lfW17q,https://api.spotify.com/v1/tracks/1zyUz3eZ3sytdaR9lfW17q,https://api.spotify.com/v1/audio-analysis/1zyUz3eZ3sytdaR9lfW17q,224933,4/4,224.933
1QQ0bhZ39lG5LVjWIGiryS,indie-pop,59.0,Bitchboy,0.627,0.747,F,-9.623,Minor,0.047,0.00105,0.000751,0.841,0.801,107.481,audio_features,spotify:track:1QQ0bhZ39lG5LVjWIGiryS,https://api.spotify.com/v1/tracks/1QQ0bhZ39lG5LVjWIGiryS,https://api.spotify.com/v1/audio-analysis/1QQ0bhZ39lG5LVjWIGiryS,107163,4/4,107.163
36fC4xtAucJ7KH6sdSDDo7,indie-pop,60.0,madhouse,0.641,0.533,A#B,-8.421,Major,0.0516,0.597,2.35e-06,0.143,0.64,156.995,audio_features,spotify:track:36fC4xtAucJ7KH6sdSDDo7,https://api.spotify.com/v1/tracks/36fC4xtAucJ7KH6sdSDDo7,https://api.spotify.com/v1/audio-analysis/36fC4xtAucJ7KH6sdSDDo7,211075,4/4,211.075
3Wgs96Z4TdCpnqFj2CxpsI,indie-pop,60.0,Come Here,0.497,0.789,F#G,-0.947,Major,0.0809,0.0021,0.000528,0.28,0.459,81.154,audio_features,spotify:track:3Wgs96Z4TdCpnqFj2CxpsI,https://api.spotify.com/v1/tracks/3Wgs96Z4TdCpnqFj2CxpsI,https://api.spotify.com/v1/audio-analysis/3Wgs96Z4TdCpnqFj2CxpsI,77621,4/4,77.621
7aonAWn0J0AJ47ZU9WHCXC,indie-pop,66.0,INFERNO,0.82,0.611,A,-5.02,Minor,0.122,0.0766,2.5e-05,0.0684,0.637,127.883,audio_features,spotify:track:7aonAWn0J0AJ47ZU9WHCXC,https://api.spotify.com/v1/tracks/7aonAWn0J0AJ47ZU9WHCXC,https://api.spotify.com/v1/audio-analysis/7aonAWn0J0AJ47ZU9WHCXC,133134,4/4,133.134
2KzkWP9RYW1xz4gqDRArQd,indie-pop,63.0,a girl like me,0.699,0.856,D,-5.809,Major,0.07,0.284,0.0117,0.109,0.797,126.002,audio_features,spotify:track:2KzkWP9RYW1xz4gqDRArQd,https://api.spotify.com/v1/tracks/2KzkWP9RYW1xz4gqDRArQd,https://api.spotify.com/v1/audio-analysis/2KzkWP9RYW1xz4gqDRArQd,162629,4/4,162.629
5M5TD1Tlpcgq0Fj1l6Mz6Z,indie-pop,64.0,When We Are Together,0.618,0.449,D,-10.565,Major,0.0435,0.383,0.0182,0.116,0.699,75.046,audio_features,spotify:track:5M5TD1Tlpcgq0Fj1l6Mz6Z,https://api.spotify.com/v1/tracks/5M5TD1Tlpcgq0Fj1l6Mz6Z,https://api.spotify.com/v1/audio-analysis/5M5TD1Tlpcgq0Fj1l6Mz6Z,216587,4/4,216.587
3Dovyp9MbclWO5nus9qH41,indie-pop,60.0,Action Figures Fighting,0.736,0.412,E,-11.173,Minor,0.0535,0.895,8.42e-05,0.231,0.76,119.997,audio_features,spotify:track:3Dovyp9MbclWO5nus9qH41,https://api.spotify.com/v1/tracks/3Dovyp9MbclWO5nus9qH41,https://api.spotify.com/v1/audio-analysis/3Dovyp9MbclWO5nus9qH41,163413,4/4,163.413
1BxfuPKGuaTgP7aM0Bbdwr,pop,98.0,Cruel Summer,0.552,0.702,A,-5.707,Major,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427,4/4,178.427
4KULAymBBJcPRpk1yO4dOG,pop,93.0,I Remember Everything (feat. Kacey Musgraves),0.429,0.453,C,-7.746,Major,0.0459,0.554,2e-06,0.102,0.155,77.639,audio_features,spotify:track:4KULAymBBJcPRpk1yO4dOG,https://api.spotify.com/v1/tracks/4KULAymBBJcPRpk1yO4dOG,https://api.spotify.com/v1/audio-analysis/4KULAymBBJcPRpk1yO4dOG,227196,4/4,227.196
2YSzYUF3jWqb9YP9VXmpjE,pop,93.0,IDGAF (feat. Yeat),0.663,0.67,G#A,-8.399,Major,0.271,0.0464,8.92e-05,0.205,0.138,136.952,audio_features,spotify:track:2YSzYUF3jWqb9YP9VXmpjE,https://api.spotify.com/v1/tracks/2YSzYUF3jWqb9YP9VXmpjE,https://api.spotify.com/v1/audio-analysis/2YSzYUF3jWqb9YP9VXmpjE,260111,4/4,260.111
1Iq8oo9XkmmvCQiGOfORiz,pop,94.0,Is It Over Now? (Taylor's Version) (From The Vault),0.596,0.658,C,-7.346,Major,0.036,0.0504,0.0,0.127,0.176,100.012,audio_features,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/tracks/1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/audio-analysis/1Iq8oo9XkmmvCQiGOfORiz,229478,4/4,229.478
3rUGC1vUpkDG9CZFHMur1t,pop,100.0,greedy,0.75,0.733,F#G,-3.18,Minor,0.0319,0.256,0.0,0.114,0.844,111.018,audio_features,spotify:track:3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t,131872,1/4,131.872
2IGMVunIBsBLtEQyoI1Mu7,pop,96.0,Paint The Town Red,0.868,0.538,F,-8.603,Major,0.174,0.269,3.34e-06,0.0901,0.732,99.968,audio_features,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,https://api.spotify.com/v1/tracks/2IGMVunIBsBLtEQyoI1Mu7,https://api.spotify.com/v1/audio-analysis/2IGMVunIBsBLtEQyoI1Mu7,231750,4/4,231.75
7dJYggqjKo71KI9sLzqCs8,pop,93.0,Agora Hills,0.75,0.674,G#A,-6.128,Minor,0.097,0.228,8.91e-05,0.122,0.392,123.026,audio_features,spotify:track:7dJYggqjKo71KI9sLzqCs8,https://api.spotify.com/v1/tracks/7dJYggqjKo71KI9sLzqCs8,https://api.spotify.com/v1/audio-analysis/7dJYggqjKo71KI9sLzqCs8,265360,4/4,265.36
7aqfrAY2p9BUSiupwk3svU,pop,91.0,First Person Shooter (feat. J. Cole),0.47,0.64,D,-7.779,Major,0.32,0.0277,0.0,0.382,0.248,163.92,audio_features,spotify:track:7aqfrAY2p9BUSiupwk3svU,https://api.spotify.com/v1/tracks/7aqfrAY2p9BUSiupwk3svU,https://api.spotify.com/v1/audio-analysis/7aqfrAY2p9BUSiupwk3svU,247444,4/4,247.444
3WMj8moIAXJhHsyLaqIIHI,pop,90.0,Something in the Orange,0.369,0.192,E,-12.151,Minor,0.04,0.555,8.35e-06,0.0954,0.148,175.212,audio_features,spotify:track:3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,228013,3/4,228.013
1kuGVB7EU95pJObxwvfwKS,pop,94.0,vampire,0.511,0.532,F,-5.745,Major,0.0578,0.177,0.0,0.291,0.35,138.005,audio_features,spotify:track:1kuGVB7EU95pJObxwvfwKS,https://api.spotify.com/v1/tracks/1kuGVB7EU95pJObxwvfwKS,https://api.spotify.com/v1/audio-analysis/1kuGVB7EU95pJObxwvfwKS,219724,4/4,219.724
0bYg9bo50gSsH3LtXe2SQn,pop,93.0,All I Want for Christmas Is You,0.336,0.627,G,-7.463,Major,0.0384,0.164,0.0,0.0708,0.35,150.273,audio_features,spotify:track:0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,241107,4/4,241.107
5KD6AEm19QnMbfWpfoOHMl,pop,92.0,Now That We Don't Talk (Taylor's Version) (From The Vault),0.793,0.512,C,-9.319,Major,0.0338,0.186,3.81e-05,0.0889,0.0662,109.994,audio_features,spotify:track:5KD6AEm19QnMbfWpfoOHMl,https://api.spotify.com/v1/tracks/5KD6AEm19QnMbfWpfoOHMl,https://api.spotify.com/v1/audio-analysis/5KD6AEm19QnMbfWpfoOHMl,146437,4/4,146.437
4iZ4pt7kvcaH6Yo8UoZ4s2,pop,92.0,Snooze,0.559,0.551,F,-7.231,Major,0.132,0.141,0.0,0.11,0.392,143.008,audio_features,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2,201800,4/4,201.8
4xhsWYTOGcal8zt0J161CU,pop,93.0,Lovin On Me,0.943,0.558,D,-4.911,Major,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,audio_features,spotify:track:4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU,138411,4/4,138.411
2KslE17cAJNHTsI2MI0jb2,pop,97.0,Standing Next to You,0.711,0.809,D,-4.389,Minor,0.0955,0.0447,0.0,0.339,0.816,106.017,audio_features,spotify:track:2KslE17cAJNHTsI2MI0jb2,https://api.spotify.com/v1/tracks/2KslE17cAJNHTsI2MI0jb2,https://api.spotify.com/v1/audio-analysis/2KslE17cAJNHTsI2MI0jb2,206020,4/4,206.02
5mjYQaktjmjcMKcUIcqz4s,pop,97.0,Strangers,0.628,0.523,B,-8.307,Minor,0.0946,0.701,0.00274,0.219,0.416,169.982,audio_features,spotify:track:5mjYQaktjmjcMKcUIcqz4s,https://api.spotify.com/v1/tracks/5mjYQaktjmjcMKcUIcqz4s,https://api.spotify.com/v1/audio-analysis/5mjYQaktjmjcMKcUIcqz4s,172965,4/4,172.965
3IX0yuEVvDbnqUwMBB3ouC,pop,90.0,bad idea right?,0.627,0.879,A,-3.446,Major,0.0955,0.00193,6.87e-06,0.0647,0.748,129.979,audio_features,spotify:track:3IX0yuEVvDbnqUwMBB3ouC,https://api.spotify.com/v1/tracks/3IX0yuEVvDbnqUwMBB3ouC,https://api.spotify.com/v1/audio-analysis/3IX0yuEVvDbnqUwMBB3ouC,184784,4/4,184.784
71BqAINEnezjQfxE4VuJfq,pop,91.0,"""Slut!"" (Taylor's Version) (From The Vault)",0.629,0.413,G,-13.178,Major,0.055,0.345,7.62e-05,0.0603,0.306,77.983,audio_features,spotify:track:71BqAINEnezjQfxE4VuJfq,https://api.spotify.com/v1/tracks/71BqAINEnezjQfxE4VuJfq,https://api.spotify.com/v1/audio-analysis/71BqAINEnezjQfxE4VuJfq,180381,4/4,180.381
1yeB8MUNeLo9Ek1UEpsyz6,pop,88.0,Rich Baby Daddy (feat. Sexyy Red & SZA),0.645,0.729,D,-4.56,Major,0.0528,0.0377,0.0,0.384,0.142,146.01,audio_features,spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,https://api.spotify.com/v1/tracks/1yeB8MUNeLo9Ek1UEpsyz6,https://api.spotify.com/v1/audio-analysis/1yeB8MUNeLo9Ek1UEpsyz6,319192,4/4,319.192
6wf7Yu7cxBSPrRlWeSeK0Q,pop,94.0,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,0.0911,C,-17.665,Major,0.0307,0.959,1.05e-06,0.098,0.142,78.403,audio_features,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/tracks/6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/audio-analysis/6wf7Yu7cxBSPrRlWeSeK0Q,222370,4/4,222.37
1vYXt7VSjH9JIM5oRRo7vA,pop,93.0,Dance The Night - From Barbie The Album,0.671,0.845,B,-4.93,Minor,0.048,0.0207,0.0,0.329,0.775,110.056,audio_features,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,176579,4/4,176.579
3Ua0m0YmEjrMi9XErKcNiR,pop,94.0,Like Crazy,0.629,0.733,G,-5.445,Major,0.0419,0.0025,0.0,0.357,0.362,120.001,audio_features,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,https://api.spotify.com/v1/tracks/3Ua0m0YmEjrMi9XErKcNiR,https://api.spotify.com/v1/audio-analysis/3Ua0m0YmEjrMi9XErKcNiR,212241,4/4,212.241
3F5CgOj3wFlRv51JsHbxhe,pop,89.0,Jimmy Cooks (feat. 21 Savage),0.529,0.673,C,-4.711,Major,0.175,0.000307,2.41e-06,0.093,0.366,165.921,audio_features,spotify:track:3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,218365,4/4,218.365
1xK59OXxi2TAAAbmZK0kBL,pop,90.0,Romantic Homicide,0.571,0.544,F#G,-10.613,Major,0.0299,0.453,0.00805,0.322,0.216,132.052,audio_features,spotify:track:1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,132631,4/4,132.631
4NioO5R9sHEZh4cGzMHyNt,pop,89.0,Say Don't Go (Taylor's Version) (From The Vault),0.626,0.547,E,-8.285,Major,0.0342,0.0656,1.67e-05,0.149,0.192,109.946,audio_features,spotify:track:4NioO5R9sHEZh4cGzMHyNt,https://api.spotify.com/v1/tracks/4NioO5R9sHEZh4cGzMHyNt,https://api.spotify.com/v1/audio-analysis/4NioO5R9sHEZh4cGzMHyNt,279833,4/4,279.833
1R0a2iXumgCiFb7HEZ7gUE,pop,91.0,Don’t Blame Me,0.615,0.534,A,-6.719,Minor,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,audio_features,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,https://api.spotify.com/v1/tracks/1R0a2iXumgCiFb7HEZ7gUE,https://api.spotify.com/v1/audio-analysis/1R0a2iXumgCiFb7HEZ7gUE,236413,4/4,236.413
4pCbJC43j3gSqG6Fen6upD,pop,85.0,Hey Driver (feat. The War and Treaty),0.583,0.351,C,-5.836,Major,0.0306,0.494,0.0,0.368,0.462,79.014,audio_features,spotify:track:4pCbJC43j3gSqG6Fen6upD,https://api.spotify.com/v1/tracks/4pCbJC43j3gSqG6Fen6upD,https://api.spotify.com/v1/audio-analysis/4pCbJC43j3gSqG6Fen6upD,227467,4/4,227.467
0V3wPSX9ygBnCm8psDIegu,pop,92.0,Anti-Hero,0.637,0.643,E,-6.571,Major,0.0519,0.13,1.8e-06,0.142,0.533,97.008,audio_features,spotify:track:0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690,4/4,200.69
2QjOHCTQ1Jl3zawyYOpxh6,pop,92.0,Sweater Weather,0.612,0.807,A#B,-2.81,Major,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4/4,240.4
